Size,Length_STD,Length_ADV,CR_STD,CR_ADV
59, 4582820, 3207974, 1.6733050828965572, 2.3904358327093673
60, 4564860, 3195402, 1.6798885398456909, 2.3998407712081296
61, 4551280, 3185896, 1.6849009509412736, 2.4070013584875336
62, 4536880, 3175816, 1.6902488053464055, 2.414641150494865
63, 4521520, 3165064, 1.6959907287814717, 2.4228438982592455
64, 4958954, 3606512, 1.5463857902291491, 2.12628046156508
65, 4945952, 3597056, 1.5504509546392686, 2.1318700626289946
66, 4930310, 3585680, 1.5553699463116923, 2.138633676178577
67, 4917286, 3576208, 1.5594895232858126, 2.144298094517992
68, 4903844, 3566432, 1.5637642633003823, 2.150175862038026
69, 4887454, 3554512, 1.5690083221243616, 2.1573864429209975
70, 4874188, 3544864, 1.5732786671338899, 2.1632581673090985
71, 4860966, 3535248, 1.5775580409326047, 2.1691423062823314
72, 4846842, 3524976, 1.5821551434934336, 2.175463322303471
73, 4835050, 3516400, 1.586013795100361, 2.180768968262996
74, 4822554, 3507312, 1.5901234076383592, 2.186419685502744
75, 4810916, 3498848, 1.5939700464526922, 2.191708813872452
76, 4799784, 3490752, 1.5976668950102755, 2.1967919806391287
77, 4789378, 3483184, 1.6011381853760551, 2.2015650048920756
78, 4778158, 3475024, 1.604897954400001, 2.2067346873000013
79, 4766696, 3466688, 1.608757092963344, 2.212041002824598
80, 4755212, 3458336, 1.6126422964948777, 2.2173831576804566
81, 4744608, 3450624, 1.616246484430326, 2.222338916091698
82, 4734510, 3443280, 1.6196936958629298, 2.2270788318115287
83, 4723356, 3435168, 1.6235185321623016, 2.2323379817231648
84, 4712664, 3427392, 1.6272019392852959, 2.237402666517282
85, 4703072, 3420416, 1.6305206469303468, 2.2419658895292267
86, 4692952, 3413056, 1.6340367427580764, 2.246800521292355
87, 4682436, 3405408, 1.6377065271153732, 2.251846474783638
88, 4673548, 3398944, 1.6408210635688347, 2.2561289624071477
89, 4663868, 3391904, 1.6442266376321113, 2.260811626744153
90, 4650558, 3382224, 1.6489324506865628, 2.267282119694024
91, 4640812, 3375136, 1.6523953135787444, 2.2720435561707735
92, 4630120, 3367360, 1.6562110701234525, 2.2772902214197472
93, 4620660, 3360480, 1.65960187505681, 2.281952578203114
94, 4612850, 3354800, 1.6624117411144954, 2.285816144032431
95, 4604556, 3348768, 1.665406175970061, 2.2899334919588337
96, 4594920, 3341760, 1.6688986968217074, 2.294735708129848
97, 4586208, 3335424, 1.6720689510811546, 2.2990948077365876
98, 4578266, 3329648, 1.6749695190275096, 2.3030830886628255
99, 4569290, 3323120, 1.6782598609411965, 2.3076073087941453
100, 4561040, 3317120, 1.6812954940101381, 2.3117813042639397
101, 4553230, 3311440, 1.684179362782025, 2.3157466238252846
102, 4546366, 3306448, 1.686722098484812, 2.319242885416616
103, 4538842, 3300976, 1.689518163443451, 2.323087474734745
104, 4531384, 3295552, 1.6922988649825308, 2.32691093935098
105, 4521462, 3288336, 1.696012484457461, 2.332017166129009
106, 4513938, 3282864, 1.6988394612420463, 2.3359042592078136
107, 4506590, 3277520, 1.7016094208703254, 2.3397129536966976
108, 4498890, 3271920, 1.7045217820395697, 2.3437174503044083
109, 4492312, 3267136, 1.7070176782022264, 2.347149307528061
110, 4484898, 3261744, 1.709839554879509, 2.3510293879593247
111, 4477770, 3256560, 1.7125613865830536, 2.3547719065516985
112, 4471082, 3251696, 1.7151230954833752, 2.358294256289641
113, 4464482, 3246896, 1.7176586219857086, 2.3617806052303494
114, 4457024, 3241472, 1.7205328039516952, 2.365732605433581
115, 4447740, 3234720, 1.724124161933926, 2.370670722659148
116, 4438082, 3227696, 1.7278761410897772, 2.3758296939984436
117, 4384292, 3188576, 1.7490751072236976, 2.4049782724325843
118, 4373820, 3180960, 1.7532628228870872, 2.410736381469745
119, 4364316, 3174048, 1.7570808346600018, 2.4159861476575024
120, 4355670, 3167760, 1.7605686381199677, 2.4207818774149557
121, 4349994, 3163632, 1.7628658798150065, 2.423940584745634
122, 4343438, 3158864, 1.7655267555332896, 2.427599288858273
123, 4337366, 3154448, 1.7679983658284775, 2.4309977530141564
124, 4331426, 3150128, 1.7704229507787967, 2.4343315573208453
125, 4325926, 3146128, 1.7726738737555843, 2.4374265764139285
126, 4320426, 3142128, 1.7749305276840757, 2.440529475565604
127, 4315432, 3138496, 1.7769845521838834, 2.4433537592528394
128, 4702272, 3526704, 1.6307980482626272, 2.174397397683503
129, 4696152, 3522114, 1.6329232954981014, 2.1772310606641354
130, 4689888, 3517416, 1.6351042924692445, 2.1801390566256593
131, 4684608, 3513456, 1.6369472109512686, 2.182596281268358
132, 4678680, 3509010, 1.6390212624073457, 2.1853616832097944
133, 4672968, 3504726, 1.6410247191934548, 2.1880329589246066
134, 4667112, 3500334, 1.6430837742912534, 2.190778365721671
135, 4661616, 3496212, 1.645020954106902, 2.193361272142536
136, 4656504, 3492378, 1.6468268898727458, 2.195769186496994
137, 4650480, 3487860, 1.648960107343758, 2.1986134764583443
138, 4643544, 3482658, 1.6514231371555863, 2.2018975162074486
139, 4638192, 3478644, 1.6533287108425008, 2.204438281123334
140, 4631880, 3473910, 1.65558175082256, 2.2074423344300804
141, 4626096, 3469572, 1.657651721883852, 2.2102022958451357
142, 4620696, 3465522, 1.6595889450420456, 2.212785260056061
143, 4592328, 3444246, 1.6698406559810188, 2.2264542079746916
144, 4586640, 3439980, 1.6719114646015383, 2.2292152861353847
145, 4581288, 3435966, 1.673864642432434, 2.231819523243245
146, 4576440, 3432330, 1.6756378320266407, 2.234183776035521
147, 4571664, 3428748, 1.6773883644992282, 2.2365178193323043
148, 4566312, 3424734, 1.6793543673756852, 2.2391391565009138
149, 4561584, 3421188, 1.6810949880567803, 2.241459984075707
150, 4556376, 3417282, 1.6830165025888997, 2.244022003451866
151, 4551648, 3413736, 1.6847647269736148, 2.246352969298153
152, 4546944, 3410208, 1.6865076851617262, 2.248676913548968
153, 4541328, 3405996, 1.6885932925346947, 2.251457723379593
154, 4537056, 3402792, 1.6901832377647532, 2.2535776503530043
155, 4532784, 3399588, 1.6917761799370983, 2.2557015732494645
156, 4528080, 3396060, 1.6935336831504744, 2.2580449108672993
157, 4523520, 3392640, 1.6952408743633276, 2.2603211658177704
158, 4518360, 3388770, 1.6971768517780788, 2.262902469037438
159, 4514184, 3385638, 1.6987468831576205, 2.2649958442101608
160, 4510248, 3382686, 1.700229344373081, 2.266972459164108
161, 4505760, 3379320, 1.7019228720571002, 2.269230496076134
162, 4501272, 3375954, 1.7036197768097552, 2.27149303574634
163, 4496784, 3372588, 1.7053200687424612, 2.273760091656615
164, 4492272, 3369204, 1.7070328777954673, 2.276043837060623
165, 4488600, 3366450, 1.7084293543643898, 2.2779058058191866
166, 4485096, 3363822, 1.7097640719395972, 2.279685429252796
167, 4481520, 3361140, 1.7111283671611417, 2.281504489548189
168, 4477176, 3357882, 1.7127885970978134, 2.283718129463751
169, 4472616, 3354462, 1.7145348494035706, 2.2860464658714275
170, 4468608, 3351456, 1.716072656182865, 2.2880968749104866
171, 4463760, 3347820, 1.7179364481961397, 2.290581930928186
172, 4459800, 3344850, 1.7194618592762008, 2.292615812368268
173, 4455816, 3341862, 1.7209992513155838, 2.2946656684207785
174, 4451520, 3338640, 1.7226601250808713, 2.296880166774495
175, 4447296, 3335472, 1.724296291499374, 2.2990617219991654
176, 4443120, 3332340, 1.7259169232431264, 2.3012225643241684
177, 4438152, 3328614, 1.7278488884562764, 2.303798517941702
178, 4434648, 3325986, 1.7292141337937081, 2.3056188450582775
179, 4430136, 3322602, 1.7309753018868947, 2.307967069182526
180, 4424760, 3318570, 1.733078404252434, 2.310771205669912
181, 4395000, 3296250, 1.744813651877133, 2.326418202502844
182, 4391016, 3293262, 1.7463967336944344, 2.3285289782592455
183, 4387200, 3290400, 1.7479157549234137, 2.3305543398978847
184, 4383360, 3287520, 1.74944699956198, 2.332595999415973
185, 4380096, 3285072, 1.750750668478499, 2.334334224637999
186, 4376064, 3282048, 1.752363767988768, 2.336485023985024
187, 4372848, 3279636, 1.7536525394891385, 2.338203385985518
188, 4369896, 3277422, 1.7548371860566019, 2.339782914742136
189, 4365624, 3274218, 1.756554389475594, 2.3420725193007916
190, 4361520, 3271140, 1.7582072305067957, 2.3442763073423944
191, 4358448, 3268836, 1.7594464818669397, 2.345928642489253
192, 4353864, 3265398, 1.7612989289513867, 2.3483985719351823
193, 4350888, 3263166, 1.7625036544264068, 2.3500048725685425
194, 4347384, 3260538, 1.7639242358162979, 2.351898981088397
195, 4344552, 3258414, 1.765074051363639, 2.3534320684848518
196, 4341600, 3256200, 1.7662741846323935, 2.355032246176525
197, 4338864, 3254148, 1.7673879614571926, 2.3565172819429234
198, 4335648, 3251736, 1.7686989349688904, 2.358265246625187
199, 4332792, 3249594, 1.769864789262905, 2.3598197190172066
200, 4329840, 3247380, 1.771071448367607, 2.361428597823476
201, 4326768, 3245076, 1.7723289069346913, 2.363105209246255
202, 4323168, 3242376, 1.7738047653942663, 2.3650730205256885
203, 4320144, 3240108, 1.775046387342644, 2.3667285164568588
204, 4316784, 3237588, 1.776428007516707, 2.3685706766889427
205, 4313736, 3235302, 1.777683196190031, 2.3702442615867083
206, 4310952, 3233214, 1.7788312187192064, 2.371774958292275
207, 4306512, 3229884, 1.780665187975791, 2.374220250634388
208, 4303512, 3227634, 1.7819064986922308, 2.3758753315896413
209, 4300608, 3225456, 1.7831097370418323, 2.3774796493891097
210, 4297464, 3223098, 1.7844142498924946, 2.3792189998566595
211, 4294296, 3220722, 1.7857306529405519, 2.380974203920736
212, 4291032, 3218274, 1.7870889799936238, 2.3827853066581652
213, 4288104, 3216078, 1.7883092387684627, 2.3844123183579504
214, 4285512, 3214134, 1.7893908592485566, 2.3858544789980756
215, 4282488, 3211866, 1.79065440463581, 2.3875392061810796
216, 4279296, 3209472, 1.7919900843503231, 2.3893201124670975
217, 4276632, 3207474, 1.7931063509789946, 2.390808467971993
218, 4273872, 3205404, 1.7942643111445546, 2.392352414859406
219, 4270728, 3203046, 1.7955852023355268, 2.394113603114036
220, 4267920, 3200940, 1.796766574818647, 2.3956887664248625
221, 4264992, 3198744, 1.7980000900353388, 2.397333453380452
222, 4261848, 3196386, 1.799326489353914, 2.3991019858052187
223, 4259352, 3194514, 1.8003809030105988, 2.4005078706807983
224, 4256760, 3192570, 1.8014771798269107, 2.4019695731025474
225, 4253856, 3190392, 1.8027070027758345, 2.403609337034446
226, 4251096, 3188322, 1.8038774000869422, 2.4051698667825896
227, 4248264, 3186198, 1.8050799102880613, 2.4067732137174147
228, 4245384, 3184038, 1.8063044473715453, 2.408405929828727
229, 4242912, 3182184, 1.8073568341742652, 2.4098091122323537
230, 4240032, 3180024, 1.808584463513483, 2.4114459513513107
231, 4237512, 3178134, 1.8096600080424552, 2.4128800107232733
232, 4234248, 3175686, 1.8110549972509877, 2.4147399963346503
233, 4231560, 3173670, 1.8122054277854975, 2.416273903713997
234, 4226208, 3169656, 1.8145003748040798, 2.4193338330721064
235, 4223208, 3167406, 1.8157893241346388, 2.4210524321795184
236, 4219848, 3164886, 1.8172351231608341, 2.4229801642144455
237, 4216992, 3162744, 1.8184658638195188, 2.4246211517593586
238, 4214688, 3161016, 1.8194599457895815, 2.425946594386109
239, 4212096, 3159072, 1.8205795879296198, 2.4274394505728263
240, 4209024, 3156768, 1.8219083569017425, 2.4292111425356566
241, 4206504, 3154878, 1.8229998117201363, 2.4306664156268485
242, 4203984, 3152988, 1.824092575043102, 2.4321234333908026
243, 4201824, 3151368, 1.8250302725673422, 2.433373696756456
244, 4199568, 3149676, 1.8260106753837537, 2.4346809005116716
245, 4197336, 3148002, 1.8269816855262482, 2.435975580701664
246, 4194864, 3146148, 1.8280583113063975, 2.4374110817418635
247, 4192608, 3144456, 1.829041971011838, 2.438722628015784
248, 4190280, 3142710, 1.8300581345399354, 2.4400775127199137
249, 4187640, 3140730, 1.8312118520216638, 2.4416158026955515
250, 4185192, 3138894, 1.8322829633622544, 2.4430439511496727
251, 4182840, 3137130, 1.8333132512838168, 2.4444176683784224
252, 4180224, 3135168, 1.8344605456549696, 2.4459473942066263
253, 4177896, 3133422, 1.8354827405947873, 2.4473103207930498
254, 4175016, 3131262, 1.8367488891060537, 2.4489985188080716
255, 4172472, 3129354, 1.8378687741942905, 2.450491698925721
256, 4518150, 3475500, 1.6972557352013546, 2.2064324557617607
257, 4515602, 3473540, 1.6982134386511478, 2.207677470246492
258, 4513080, 3471600, 1.6991624345236513, 2.2089111648807465
259, 4510922, 3469940, 1.6999753043834498, 2.2099678956984845
260, 4507698, 3467460, 1.7011911623183273, 2.2115485110138255
261, 4505228, 3465560, 1.702123843676724, 2.2127609967797413
262, 4503408, 3464160, 1.702811737244327, 2.2136552584176252
263, 4501068, 3462360, 1.7036969892478853, 2.214806086022251
264, 4498104, 3460080, 1.7048196306710561, 2.216265519872373
265, 4496102, 3458540, 1.7055787435427399, 2.2172523666055617
266, 4493944, 3456880, 1.7063977655262281, 2.2183170951840965
267, 4491110, 3454700, 1.7074745441550085, 2.219716907401511
268, 4488718, 3452860, 1.7083844429523085, 2.220899775838001
269, 4486534, 3451180, 1.7092160674587555, 2.221980887696382
270, 4483778, 3449060, 1.7102666545935146, 2.223346650971569
271, 4481620, 3447400, 1.7110901861380483, 2.224417241979463
272, 4479800, 3446000, 1.711785347560159, 2.2253209518282064
273, 4477408, 3444160, 1.7126998477690665, 2.226509802099786
274, 4474912, 3442240, 1.7136551512074427, 2.2277516965696758
275, 4472676, 3440520, 1.7145118492821747, 2.228865404066827
276, 4470180, 3438600, 1.7154691757378897, 2.2301099284592567
277, 4467398, 3436460, 1.7165374564791407, 2.231498693422883
278, 4465032, 3434640, 1.7174470418129142, 2.2326811543567886
279, 4462510, 3432700, 1.7184176618091611, 2.2339429603519094
280, 4460274, 3430980, 1.7192791294884575, 2.2350628683349947
281, 4457882, 3429140, 1.7202016563022529, 2.236262153192929
282, 4455594, 3427380, 1.7210850001144629, 2.2374105001488016
283, 4453436, 3425720, 1.7219189857000303, 2.2384946814100393
284, 4451252, 3424040, 1.7227638426222556, 2.239592995408932
285, 4448314, 3421780, 1.7239016849979565, 2.2410721904973436
286, 4442854, 3417580, 1.7260202563487343, 2.2438263332533546
287, 4441060, 3416200, 1.7267174953727262, 2.244732743984544
288, 4438720, 3414400, 1.7276277845865475, 2.2459161199625117
289, 4436770, 3412900, 1.728387092411822, 2.2469032201353687
290, 4434664, 3411280, 1.7292078948935026, 2.2479702633615535
291, 4432532, 3409640, 1.7300396252074435, 2.2490515127696766
292, 4430686, 3408220, 1.7307604285205496, 2.2499885570767146
293, 4428190, 3406300, 1.7317359914547479, 2.251256788891172
294, 4425824, 3404480, 1.7326617597084746, 2.252460287621017
295, 4424004, 3403080, 1.7333745629524748, 2.253386931838217
296, 4422132, 3401640, 1.7341083441199856, 2.2543408473559814
297, 4419142, 3399340, 1.7352816451700352, 2.255866138721046
298, 4415450, 3396500, 1.7367326093603144, 2.257752392168409
299, 4413188, 3394760, 1.7376227797229575, 2.2589096136398448
300, 4411004, 3393080, 1.7384831208495843, 2.2600280571044595
301, 4408768, 3391360, 1.7393648293582242, 2.261174278165692
302, 4406038, 3389260, 1.740442547249933, 2.262575311424913
303, 4403958, 3387660, 1.7412645624685794, 2.2636439312091534
304, 4401748, 3385960, 1.742138804856616, 2.2647804463136008
305, 4399564, 3384280, 1.7430036249046497, 2.2659047123760447
306, 4397380, 3382600, 1.7438693039946513, 2.267030095193047
307, 4395612, 3381240, 1.7445707218926512, 2.2679419384604467
308, 4393402, 3379540, 1.74544828813753, 2.2690827745787887
309, 4391478, 3378060, 1.7462130061906265, 2.2700769080478143
310, 4389658, 3376660, 1.7469370051152049, 2.2710181066497666
311, 4388046, 3375420, 1.7475787628479738, 2.271852391702366
312, 4385498, 3373460, 1.7485941163352485, 2.2731723512358233
313, 4383470, 3371900, 1.7494030984585272, 2.2742240279960853
314, 4381520, 3370400, 1.750181672113787, 2.275236173747923
315, 4379570, 3368900, 1.7509609390876273, 2.2762492208139156
316, 4377672, 3367440, 1.751720092323043, 2.277236120019956
317, 4375124, 3365480, 1.752740265190198, 2.2785623447472574
318, 4373018, 3363860, 1.7535843666776583, 2.279659676680956
319, 4370938, 3362260, 1.7544188455658716, 2.280744499235633
320, 4369196, 3360920, 1.7551183329839175, 2.2816538328790927
321, 4367064, 3359280, 1.7559751814949358, 2.2827677359434166
322, 4364984, 3357680, 1.7568119379131746, 2.283855519287127
323, 4363528, 3356560, 1.757398142053861, 2.2846175846700194
324, 4361474, 3354980, 1.758225774130489, 2.2856935063696358
325, 4359446, 3353420, 1.7590436950016126, 2.2867568035020964
326, 4357704, 3352080, 1.759746875877756, 2.2876709386410825
327, 4354662, 3349740, 1.7609761676107123, 2.289269017893926
328, 4352582, 3348140, 1.7618176980927642, 2.2903630075205936
329, 4350840, 3346800, 1.7625230989877816, 2.291280028684116
330, 4349072, 3345440, 1.7632396060584878, 2.2922114878760342
331, 4347460, 3344200, 1.7638933998242652, 2.293061419771545
332, 4345536, 3342720, 1.7646743692837892, 2.294076680068926
333, 4343690, 3341300, 1.765424328163382, 2.2950516266123966
334, 4341272, 3339440, 1.766407633523078, 2.2963299235800014
335, 4339348, 3337960, 1.7671908314336624, 2.297348080863761
336, 4337424, 3336480, 1.7679747241680777, 2.2983671414185007
337, 4335526, 3335020, 1.7687487054627282, 2.2993733171015465
338, 4333706, 3333620, 1.769491516037313, 2.300338970848507
339, 4331912, 3332240, 1.770224325886583, 2.301291623652558
340, 4330014, 3330780, 1.7710002785210395, 2.3023003620773514
341, 4328402, 3329540, 1.771659841206986, 2.3031577935690817
342, 4326946, 3328420, 1.7722559976482257, 2.3039327969426937
343, 4325152, 3327040, 1.772991099503555, 2.3048884293546217
